PolicyID,State Code,County,2011,2012,Latitude,Longitude,Line,Construction,Point Granularity
828788,FL,SUWANNEE COUNTY,155489.66,145139.65,29.95822,-82.922424,Residential,Wood,1
751490,FL,SUWANNEE COUNTY,137233.8,114919.58,29.965832,-82.933777,Residential,Wood,4
972562,FL,SUWANNEE COUNTY,123596.05,183015.09,29.965721,-82.933777,Residential,Wood,4
367541,FL,SUWANNEE COUNTY,107111.11,88218.85,29.965717,-82.933777,Residential,Wood,4
481360,FL,SUWANNEE COUNTY,96309.32,85911,29.95775,-82.923635,Residential,Wood,3
920232,FL,NASSAU COUNTY,104031.7,168443.97,30.39431,-81.93397,Residential,Wood,1
727659,FL,NASSAU COUNTY,338944.5,485816.61,30.56267,-81.830429,Residential,Wood,1
471817,FL,NASSAU COUNTY,272349,414565.56,30.56267,-81.830429,Residential,Wood,1
983043,FL,NASSAU COUNTY,129690,129635.53,30.561651,-81.830193,Residential,Wood,1
578286,FL,NASSAU COUNTY,123210,120345.61,30.56267,-81.830429,Residential,Wood,1
347276,FL,NASSAU COUNTY,3698.64,3939.13,30.56106,-81.82632,Residential,Wood,3
477786,FL,NASSAU COUNTY,2115760.5,3057739.39,30.5579,-81.8249,Commercial,Reinforced Masonry,4
265907,FL,NASSAU COUNTY,93548.58,118401.07,30.56106,-81.82632,Residential,Wood,3
107560,FL,NASSAU COUNTY,1037311.14,1487255.23,30.56106,-81.82632,Residential,Masonry,3
908183,FL,NASSAU COUNTY,15463.3,11825.56,30.57185,-81.82383,Residential,Wood,3
356024,FL,NASSAU COUNTY,13893.35,13988.5,30.562835,-81.826525,Residential,Wood,3
575299,FL,NASSAU COUNTY,316618.23,230328.99,30.567566,-81.826584,Residential,Wood,1
790478,FL,NASSAU COUNTY,54834.66,63053.72,30.60895,-81.83645,Residential,Wood,3
801776,FL,NASSAU COUNTY,295269.11,488965.65,30.59925,-81.81973,Residential,Wood,1
291781,FL,NASSAU COUNTY,723734.17,955908.09,30.53674,-81.77496,Residential,Masonry,3
537286,FL,NASSAU COUNTY,1741572,1455184.42,30.555161,-81.825684,Residential,Masonry,1
289305,FL,COLUMBIA COUNTY,135450,164978.1,30.105968,-82.66227,Residential,Wood,4
697409,FL,COLUMBIA COUNTY,60300,77678.46,30.1018,-82.7094,Residential,Wood,1
633944,FL,COLUMBIA COUNTY,22500,19501.76,30.1018,-82.7094,Residential,Wood,4
963511,FL,COLUMBIA COUNTY,34212.42,33250.37,30.1018,-82.7094,Residential,Wood,4
729649,FL,COLUMBIA COUNTY,460128.2,626142.46,30.1653,-82.73404,Residential,Masonry,1
862584,FL,COLUMBIA COUNTY,32169.69,37291.11,30.1018,-82.7094,Residential,Wood,4
371891,FL,COLUMBIA COUNTY,50550.75,49526.38,30.17399,-82.57017,Residential,Wood,4
785595,FL,COLUMBIA COUNTY,42300,53762.62,30.1515,-82.6126,Residential,Wood,3
567696,FL,COLUMBIA COUNTY,10171.26,16798.29,30.16269,-82.64,Residential,Wood,4
219025,FL,COLUMBIA COUNTY,155342.88,176189.89,30.16269,-82.64,Residential,Wood,4
447216,FL,COLUMBIA COUNTY,3698.64,4424.48,30.16269,-82.64,Residential,Wood,4
305141,FL,COLUMBIA COUNTY,4623.3,4525.86,30.16269,-82.64,Residential,Wood,4
625575,FL,COLUMBIA COUNTY,33287.76,27375.62,30.16269,-82.64,Residential,Wood,4
262109,FL,COLUMBIA COUNTY,21267.18,24840.49,30.163641,-82.640976,Residential,Wood,1
228457,FL,COLUMBIA COUNTY,729556.74,889825.76,30.163641,-82.640976,Residential,Masonry,1
622799,FL,COLUMBIA COUNTY,350446.14,438049.26,30.163641,-82.640976,Residential,Wood,1
233271,FL,COLUMBIA COUNTY,2135964.6,1728721.59,30.163641,-82.640976,Commercial,Reinforced Masonry,1
932950,FL,COLUMBIA COUNTY,4623.3,4782.1,30.163641,-82.640976,Residential,Wood,1
641952,FL,COLUMBIA COUNTY,2469639.6,2708463.63,30.1515,-82.6126,Commercial,Reinforced Masonry,4
796260,FL,COLUMBIA COUNTY,914073.3,1296439.3,30.1515,-82.6126,Residential,Masonry,4
301822,FL,COLUMBIA COUNTY,3042940.5,3181868.99,30.1515,-82.6126,Commercial,Reinforced Masonry,4
559927,FL,COLUMBIA COUNTY,234997.65,255975.89,30.1515,-82.6126,Residential,Wood,4
224400,FL,COLUMBIA COUNTY,912600,1147247.71,30.1515,-82.6126,Residential,Masonry,4
123936,FL,COLUMBIA COUNTY,1920744.9,2837762.3,30.1515,-82.6126,Commercial,Reinforced Masonry,4
333818,FL,COLUMBIA COUNTY,455754.6,696809.59,30.1515,-82.6126,Residential,Masonry,4
254323,FL,COLUMBIA COUNTY,1552693.95,1552594.58,30.1515,-82.6126,Residential,Masonry,4
247444,FL,COLUMBIA COUNTY,8910,13521.83,30.1515,-82.6126,Residential,Wood,4
882598,FL,COLUMBIA COUNTY,398968.2,424087.24,30.1515,-82.6126,Residential,Masonry,4
386918,FL,COLUMBIA COUNTY,4500,4238.41,30.1515,-82.6126,Residential,Wood,4
497337,FL,COLUMBIA COUNTY,31071.6,57802.5,30.1515,-82.6126,Residential,Wood,4
526844,FL,COLUMBIA COUNTY,4956125.85,7279557.65,30.1515,-82.6126,Commercial,Reinforced Masonry,4
623400,FL,COLUMBIA COUNTY,40500,34160.94,30.1515,-82.6126,Residential,Wood,4
826170,FL,COLUMBIA COUNTY,135868.99,234280.26,30.185885,-82.614795,Residential,Wood,1
185483,FL,COLUMBIA COUNTY,36784.23,58447.64,30.185885,-82.614795,Residential,Wood,1
920003,FL,COLUMBIA COUNTY,1086940.9,1770235.43,30.185885,-82.614795,Residential,Masonry,1
274246,FL,COLUMBIA COUNTY,16767.17,17228.6,30.16649,-82.63503,Residential,Wood,1
423636,FL,COLUMBIA COUNTY,1404900,1840643.78,30.176,-82.65581,Residential,Masonry,1
970906,FL,COLUMBIA COUNTY,4696520.5,6342697.9,30.00777,-82.59694,Commercial,Reinforced Masonry,3
227898,FL,COLUMBIA COUNTY,67892.48,86628.09,30.17509,-82.66252,Residential,Wood,1
525138,FL,COLUMBIA COUNTY,86056.32,125938.17,30.17501,-82.66205,Residential,Wood,1
923627,FL,COLUMBIA COUNTY,67892.48,64169.8,30.174776,-82.662277,Residential,Wood,1
619743,FL,COLUMBIA COUNTY,67892.48,80898.23,30.17476,-82.66251,Residential,Wood,1
910727,FL,COLUMBIA COUNTY,86056.32,91244.65,30.1745,-82.66205,Residential,Wood,1
363647,FL,COLUMBIA COUNTY,67892.48,92333.77,30.17447,-82.66251,Residential,Wood,1
512519,FL,COLUMBIA COUNTY,101009.36,98181.1,30.17417,-82.66218,Residential,Wood,1
904304,FL,COLUMBIA COUNTY,67892.48,66272.56,30.17451,-82.66351,Residential,Wood,1
835349,FL,COLUMBIA COUNTY,67892.48,99945.87,30.17475,-82.66314,Residential,Wood,1
891725,FL,COLUMBIA COUNTY,86056.32,139415.11,30.17514,-82.66341,Residential,Wood,1
923503,FL,COLUMBIA COUNTY,86056.32,106664.4,30.17474,-82.66348,Residential,Wood,1
292347,FL,COLUMBIA COUNTY,132603.34,115117.07,30.17664,-82.66314,Residential,Wood,3
363828,FL,COLUMBIA COUNTY,132603.34,216561.94,30.17638,-82.66314,Residential,Wood,3
110490,FL,COLUMBIA COUNTY,91764.15,70364.02,30.17623,-82.66406,Residential,Wood,3
480733,FL,COLUMBIA COUNTY,457854.5,345588.57,30.17698,-82.67019,Residential,Masonry,4
993346,FL,COLUMBIA COUNTY,385480.82,558330.42,30.174486,-82.671326,Residential,Masonry,4
934992,FL,ST  JOHNS COUNTY,213596.46,190329.82,29.7917,-81.4271,Residential,Wood,4
645841,FL,ST  JOHNS COUNTY,1051338.42,1069841.98,29.7917,-81.4271,Residential,Masonry,4
747846,FL,ST  JOHNS COUNTY,6472.62,9957.87,29.7917,-81.4271,Residential,Wood,4
482457,FL,ST  JOHNS COUNTY,159041.52,249984.64,29.776566,-81.47171,Residential,Wood,1
574787,FL,ST  JOHNS COUNTY,12945.24,19024.97,29.776566,-81.47171,Residential,Wood,1
831418,FL,ST  JOHNS COUNTY,29589.12,35207.53,29.776566,-81.47171,Residential,Wood,1
968562,FL,ST  JOHNS COUNTY,12945.24,16859.05,29.776566,-81.47171,Residential,Wood,1
576324,FL,ST  JOHNS COUNTY,29061,40749.33,29.7255,-81.466309,Residential,Wood,1
290435,FL,ST  JOHNS COUNTY,48087,68008.1,29.7255,-81.466309,Residential,Wood,1
526086,FL,ST  JOHNS COUNTY,128628,133425.18,29.7255,-81.466309,Residential,Wood,1
119823,FL,ST  JOHNS COUNTY,128628,168246.71,29.7255,-81.466309,Residential,Wood,1
497414,FL,ST  JOHNS COUNTY,128628,176279.14,29.7255,-81.466309,Residential,Wood,1
340883,FL,ST  JOHNS COUNTY,4968,5265.92,29.7255,-81.466309,Residential,Wood,1
892551,FL,ST  JOHNS COUNTY,157005,131774.3,29.7255,-81.466309,Residential,Wood,1
670595,FL,ST  JOHNS COUNTY,459,847.36,29.7255,-81.466309,Residential,Wood,1
194101,FL,ST  JOHNS COUNTY,459,428.69,29.7255,-81.466309,Residential,Wood,1
167200,FL,ST  JOHNS COUNTY,1062,1602.72,29.7255,-81.466309,Residential,Wood,1
139064,FL,ST  JOHNS COUNTY,2304,2474.16,29.7255,-81.466309,Residential,Wood,1
846636,FL,ST  JOHNS COUNTY,1476,1935.04,29.7255,-81.466309,Residential,Wood,1
310177,FL,NASSAU COUNTY,185040,313975.87,30.57332,-81.45291,Residential,Wood,1
865452,FL,NASSAU COUNTY,11095.92,11961.62,30.67464,-81.46114,Residential,Wood,3
783429,FL,NASSAU COUNTY,8321.94,9646.79,30.67464,-81.46114,Residential,Wood,3
878060,FL,NASSAU COUNTY,199726.56,277743.75,30.67423,-81.46052,Residential,Wood,1
935342,FL,NASSAU COUNTY,118356.48,182860.76,30.67423,-81.46052,Residential,Wood,1
456376,FL,NASSAU COUNTY,17568.54,29936.79,30.67423,-81.46052,Residential,Wood,1
363001,FL,NASSAU COUNTY,147945.6,238338.59,30.67453,-81.46016,Residential,Wood,1
478864,FL,NASSAU COUNTY,724933.44,767347.85,30.67513,-81.44708,Residential,Masonry,1
600402,FL,NASSAU COUNTY,8284485.6,8073943.68,30.64687,-81.45801,Commercial,Reinforced Masonry,1
483983,FL,NASSAU COUNTY,438498,636264.11,30.650143,-81.454407,Residential,Masonry,1
991615,FL,NASSAU COUNTY,99960.9,88679.21,30.6202,-81.4719,Residential,Wood,4
644573,FL,NASSAU COUNTY,669692.78,841130.78,30.576765,-81.453979,Residential,Masonry,1
853278,FL,NASSAU COUNTY,240539.39,412765.59,30.576765,-81.453979,Residential,Wood,1
100658,FL,NASSAU COUNTY,331518.28,464703.76,30.6202,-81.4719,Residential,Wood,4
433115,FL,NASSAU COUNTY,5919.86,9839.94,30.576765,-81.453979,Residential,Wood,1
760337,FL,NASSAU COUNTY,77426.73,73196.13,30.61988,-81.46815,Residential,Wood,1
884738,FL,NASSAU COUNTY,765763.8,735948.78,30.576765,-81.453979,Residential,Masonry,1
610102,FL,NASSAU COUNTY,7532014.45,10710000,30.671095,-81.462097,Commercial,Reinforced Masonry,1
830823,FL,NASSAU COUNTY,963962.79,977226.92,30.67,-81.462,Residential,Masonry,3
618364,FL,NASSAU COUNTY,121066.57,115414.7,30.596535,-81.546837,Residential,Wood,1
712563,FL,NASSAU COUNTY,70964.84,72362.85,30.596535,-81.546837,Residential,Wood,1
493030,FL,NASSAU COUNTY,755749,658571.77,30.57326,-81.45367,Residential,Masonry,1
188150,FL,NASSAU COUNTY,2162232,2520816.55,30.65372,-81.45105,Commercial,Reinforced Masonry,1
589642,FL,NASSAU COUNTY,615141.68,895926.17,30.63945,-81.455553,Residential,Masonry,1
846109,FL,NASSAU COUNTY,135000,138827.52,30.570326,-81.451576,Residential,Wood,3
399079,FL,NASSAU COUNTY,161748,235301.93,30.5708,-81.44959,Residential,Wood,1
680135,FL,NASSAU COUNTY,164484,194814.85,30.5708,-81.44959,Residential,Wood,1
621379,FL,NASSAU COUNTY,170532,178465.15,30.571087,-81.448578,Residential,Wood,1
606710,FL,NASSAU COUNTY,181980,181216.05,30.570854,-81.448212,Residential,Wood,1
443319,FL,NASSAU COUNTY,181980,151151.13,30.571154,-81.448433,Residential,Wood,1
228591,FL,NASSAU COUNTY,186012,176389.97,30.5708,-81.44959,Residential,Wood,1
721610,FL,NASSAU COUNTY,192348,210005.55,30.571323,-81.450188,Residential,Wood,1
507395,FL,NASSAU COUNTY,197604,203450.71,30.570711,-81.448067,Residential,Wood,1
213399,FL,NASSAU COUNTY,198468,202538.58,30.571777,-81.449326,Residential,Wood,1
579400,FL,NASSAU COUNTY,198612,226675.88,30.5716,-81.45134,Residential,Wood,1
509951,FL,NASSAU COUNTY,200052,335395.98,30.57098,-81.44838,Residential,Wood,1
930798,FL,NASSAU COUNTY,201276,216909.11,30.571613,-81.450577,Residential,Wood,1
729247,FL,NASSAU COUNTY,207324,252344.61,30.5708,-81.44959,Residential,Wood,1
288344,FL,NASSAU COUNTY,208836,310058.81,30.5708,-81.44959,Residential,Wood,1
275351,FL,NASSAU COUNTY,212436,225030.91,30.57164,-81.450279,Residential,Wood,1
976690,FL,NASSAU COUNTY,218052,332681.94,30.571306,-81.45015,Residential,Wood,1
507111,FL,NASSAU COUNTY,218412,222125,30.571608,-81.450661,Residential,Wood,1
547458,FL,NASSAU COUNTY,221076,277280.37,30.571609,-81.450615,Residential,Wood,1
827732,FL,NASSAU COUNTY,226764,303833.37,30.571665,-81.450089,Residential,Wood,1
229489,FL,NASSAU COUNTY,237132,282225.02,30.571615,-81.450531,Residential,Wood,1
175251,FL,NASSAU COUNTY,239652,178583.88,30.571812,-81.448822,Residential,Wood,1
590043,FL,NASSAU COUNTY,245052,241166.46,30.571596,-81.450874,Residential,Wood,1
476037,FL,NASSAU COUNTY,245052,306551.23,30.5708,-81.44959,Residential,Wood,1
674960,FL,NASSAU COUNTY,257868,338372.33,30.57086,-81.448174,Residential,Wood,1
743790,FL,NASSAU COUNTY,6381518.4,8757880.98,30.570326,-81.451576,Commercial,Reinforced Masonry,3
817283,FL,NASSAU COUNTY,15390000,11790000,30.570221,-81.451309,Commercial,Reinforced Concrete,1
201980,FL,NASSAU COUNTY,235696.5,353171.41,30.64448,-81.45489,Residential,Wood,1
351505,FL,NASSAU COUNTY,18000,16830,30.653568,-81.449318,Residential,Wood,1
798806,FL,NASSAU COUNTY,1772074.8,1768133.71,30.65118,-81.44969,Residential,Masonry,1
153643,FL,NASSAU COUNTY,95922,150073.42,30.65118,-81.44969,Residential,Wood,1
683653,FL,NASSAU COUNTY,20763,20966.31,30.65118,-81.44969,Residential,Wood,1
475264,FL,NASSAU COUNTY,16560000,20610000,30.639568,-81.442482,Commercial,Reinforced Concrete,1
912944,FL,NASSAU COUNTY,582759.1,1020490.44,30.59491,-81.539909,Residential,Masonry,4
945134,FL,NASSAU COUNTY,2244.53,2937.46,30.59491,-81.539909,Residential,Wood,4
219959,FL,NASSAU COUNTY,196396.18,190425.74,30.59491,-81.539909,Residential,Wood,4
793504,FL,NASSAU COUNTY,21500.33,19687.96,30.6119,-81.455986,Residential,Wood,3
450423,FL,NASSAU COUNTY,74091.86,110035.31,30.596535,-81.546837,Residential,Wood,1
505178,FL,NASSAU COUNTY,86863.23,123807.2,30.596535,-81.546837,Residential,Wood,1
408688,FL,NASSAU COUNTY,796134.02,838972.4,30.66665,-81.45235,Residential,Masonry,1
477759,FL,NASSAU COUNTY,298522.2,227585.86,30.657654,-81.463341,Residential,Wood,1
882441,FL,NASSAU COUNTY,23118.64,23505.92,30.65838,-81.46358,Residential,Wood,1
727602,FL,NASSAU COUNTY,63407.91,78862,30.617165,-81.461609,Residential,Wood,1
313226,FL,NASSAU COUNTY,285728.39,288837.12,30.617874,-81.457794,Residential,Wood,1
337027,FL,NASSAU COUNTY,9016.27,9045.12,30.663744,-81.453941,Residential,Wood,4
649251,FL,NASSAU COUNTY,80915.23,98214.9,30.67024,-81.454628,Residential,Wood,3
142564,FL,NASSAU COUNTY,28898.3,36004.04,30.61945,-81.465965,Residential,Wood,1
197782,FL,NASSAU COUNTY,1505741.49,2197471.6,30.610081,-81.446259,Residential,Masonry,1
709787,FL,NASSAU COUNTY,53078.59,62305.99,30.610081,-81.446259,Residential,Wood,1
655065,FL,NASSAU COUNTY,162952.72,185883.43,30.67044,-81.46572,Residential,Wood,3
176778,FL,NASSAU COUNTY,2261249.55,1825782.64,30.671413,-81.464905,Commercial,Reinforced Masonry,1
559179,FL,NASSAU COUNTY,1363101.75,1619364.87,30.65501,-81.45117,Residential,Masonry,1
698071,FL,NASSAU COUNTY,295716.54,247758.41,30.665545,-81.43205,Residential,Wood,3
642950,FL,NASSAU COUNTY,392231.24,344336.66,30.63862,-81.43702,Residential,Masonry,4
477240,FL,NASSAU COUNTY,192917.17,238214.12,30.66665,-81.45235,Residential,Wood,1
672348,FL,NASSAU COUNTY,168339.59,269983.03,30.63833,-81.44564,Residential,Wood,1
922844,FL,NASSAU COUNTY,316029.52,337216.14,30.617874,-81.457794,Residential,Wood,1
948580,FL,NASSAU COUNTY,151505.63,185310.32,30.67069,-81.458395,Residential,Wood,3
364552,FL,NASSAU COUNTY,280565.98,329505.66,30.65838,-81.46358,Residential,Wood,1
561601,FL,NASSAU COUNTY,460128.2,792672.06,30.671312,-81.46492,Residential,Masonry,1
584749,FL,NASSAU COUNTY,324000,506745.07,30.626793,-81.485847,Residential,Wood,1
601327,FL,COLUMBIA COUNTY,212850,340143.88,29.925,-82.7109,Residential,Wood,1
302578,FL,COLUMBIA COUNTY,135000,150719.13,29.9248,-82.71114,Residential,Wood,1
756585,FL,COLUMBIA COUNTY,94284,100714.17,29.90334,-82.63364,Residential,Wood,1
627591,FL,COLUMBIA COUNTY,6300,9566.42,29.919149,-82.639236,Residential,Wood,1
663563,FL,COLUMBIA COUNTY,1248407.1,1417531.31,29.9301,-82.7088,Residential,Masonry,3
108959,FL,COLUMBIA COUNTY,114170.34,136068.22,30.041415,-82.70641,Residential,Wood,3
951069,FL,COLUMBIA COUNTY,498344.66,434656.21,29.92143,-82.71411,Residential,Masonry,1
490641,FL,BAKER COUNTY,910.22,1346.55,30.265605,-82.16215,Residential,Wood,3
443968,FL,BAKER COUNTY,3195.34,4551.39,30.27125,-82.160875,Residential,Wood,3
433688,FL,CLAY COUNTY,172157.99,171582.99,29.980408,-81.658165,Residential,Wood,1
168578,FL,CLAY COUNTY,945000,750524.67,30.0517,-81.82975,Residential,Masonry,1
294375,FL,CLAY COUNTY,76500,121368.78,30.0517,-81.82975,Residential,Wood,1
902110,FL,CLAY COUNTY,76500,94517.28,30.0517,-81.82975,Residential,Wood,1
279816,FL,CLAY COUNTY,431726.4,640896.11,29.98839,-81.70777,Residential,Masonry,1
994565,FL,CLAY COUNTY,11767.98,14137.95,29.9826,-81.7238,Residential,Wood,4
930535,FL,CLAY COUNTY,15981.99,25400.89,29.9826,-81.7238,Residential,Wood,4
844642,FL,CLAY COUNTY,35302.09,47059.67,29.9826,-81.7238,Residential,Wood,4
292887,FL,CLAY COUNTY,26396.15,28938.78,29.9826,-81.7238,Residential,Wood,4
655128,FL,CLAY COUNTY,7536.5,10216,29.9826,-81.7238,Residential,Wood,4
164038,FL,CLAY COUNTY,13198.07,16695.56,29.9826,-81.7238,Residential,Wood,4
163057,FL,CLAY COUNTY,29410.75,25890.52,29.9826,-81.7238,Residential,Wood,4
327730,FL,CLAY COUNTY,13198.07,11239.53,29.9826,-81.7238,Residential,Wood,4
218187,FL,CLAY COUNTY,25780.36,35155,29.9826,-81.7238,Residential,Wood,4
697530,FL,CLAY COUNTY,9806.65,16990.72,29.9826,-81.7238,Residential,Wood,4
619053,FL,CLAY COUNTY,15992.1,23431.62,29.9826,-81.7238,Residential,Wood,4
431406,FL,CLAY COUNTY,9806.65,7026.15,29.9826,-81.7238,Residential,Wood,3
256801,FL,CLAY COUNTY,13198.07,22117.33,29.9826,-81.7238,Residential,Wood,4
571398,FL,CLAY COUNTY,304842.43,250185.41,29.9826,-81.7238,Residential,Wood,3
239669,FL,CLAY COUNTY,13198.07,13200.19,29.9826,-81.7238,Residential,Wood,3
530369,FL,CLAY COUNTY,48252.01,36139.79,29.9826,-81.7238,Residential,Wood,4
948187,FL,CLAY COUNTY,9806.65,13926.22,29.9826,-81.7238,Residential,Wood,3
571059,FL,CLAY COUNTY,9190.86,14678.43,29.9826,-81.7238,Residential,Wood,4
470539,FL,CLAY COUNTY,68931.45,85159.98,29.993125,-81.67742,Residential,Wood,3
791046,FL,CLAY COUNTY,68931.45,99578.92,29.993125,-81.67742,Residential,Wood,3
563971,FL,CLAY COUNTY,27572.58,30033.98,29.993125,-81.67742,Residential,Wood,3
823903,FL,CLAY COUNTY,13786.29,22316.42,29.993125,-81.67742,Residential,Wood,3
812504,FL,CLAY COUNTY,9190.86,10540.08,29.9826,-81.7238,Residential,Wood,4
597719,FL,CLAY COUNTY,102937.63,94857.02,29.995916,-81.689049,Residential,Wood,1
716513,FL,CLAY COUNTY,19605.94,18479.62,30.004622,-81.683899,Residential,Wood,3
378286,FL,CLAY COUNTY,13198.07,16161.17,29.9826,-81.7238,Residential,Wood,4
698982,FL,CLAY COUNTY,9806.65,12391.68,29.9826,-81.7238,Residential,Wood,4
624550,FL,CLAY COUNTY,9806.65,13533.17,29.9826,-81.7238,Residential,Wood,4
666076,FL,CLAY COUNTY,11764.3,11058.82,29.9826,-81.7238,Residential,Wood,4
474145,FL,CLAY COUNTY,7619.22,6304.92,29.9826,-81.7238,Residential,Wood,4
572929,FL,CLAY COUNTY,13198.07,18039.84,29.9826,-81.7238,Residential,Wood,4
640205,FL,CLAY COUNTY,6433.6,8588.09,29.9826,-81.7238,Residential,Wood,3
295930,FL,CLAY COUNTY,6617.42,5824.75,30.0156,-81.70065,Residential,Wood,3
823004,FL,CLAY COUNTY,9806.65,9970.77,29.9826,-81.7238,Residential,Wood,4
230536,FL,CLAY COUNTY,8712.94,10813.94,30.004385,-81.683762,Residential,Wood,3
936142,FL,CLAY COUNTY,301000.66,321265.52,30.00421,-81.684,Residential,Wood,3
724639,FL,CLAY COUNTY,57442.87,86664.06,29.9826,-81.7238,Residential,Wood,4
119986,FL,CLAY COUNTY,18381.72,15298.37,29.9826,-81.7238,Residential,Wood,4
